trainee_number,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation,conduct_two_assessments_flag,short_assessment
75,56,90,0,7,5,5,6,7,6,8,4,6,6,0,40,60,70,44,60,0,0,4,0,0,4,5,6,5,7,5,0,5,3,6,4,6,0,0,0,0,0,0,0,0,64,13,6,9,5,5,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,55,70,0,5,6,6,5,5,6,7,6,9,8,0,40,40,55,36,40,0,0,5,8,0,5,6,4,6,5,6,0,6,7,7,5,5,0,0,0,0,0,2,0,0,66,13,4,6,6,5,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,56,90,0,6,6,3,4,5,6,6,5,6,7,0,80,20,40,24,50,0,0,8,8,4,5,5,4,6,6,7,5,6,6,6,7,3,6,0,0,0,0,0,0,0,61,14,9,3,5,6,42.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,56,90,32,8,7,6,6,8,8,9,7,8,9,100,60,100,70,64,80,0,0,8,8,8,0,9,7,8,7,5,8,8,7,7,5,7,9,0,0,0,0,0,0,0,81,10,1,9,6,3,95.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,55,80,26,6,5,8,7,7,5,5,5,4,8,80,80,60,100,49,90,0,0,6,6,0,5,6,5,6,7,5,6,0,5,5,5,0,5,68,7,6,6,6,0,0,62,12,2,6,7,6,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,55,70,31,7,7,7,8,6,8,8,7,8,8,100,80,60,45,32,30,0,0,5,6,0,0,6,5,7,6,7,6,7,6,5,6,6,7,0,6,5,5,5,0,6,76,13,1,1,7,7,100.0,0,5,0,0,6.0,5,5,4,9,1,0,10,7,8,8,1,0,1
336,56,90,33,7,7,7,7,6,6,7,6,8,7,0,0,0,54,38,70,0,0,6,5,0,0,7,8,7,0,6,0,0,0,8,8,0,0,0,0,0,0,5,0,0,70,10,3,6,6,6,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,55,70,31,4,6,5,5,5,7,4,4,5,7,0,80,60,67,56,20,0,0,6,6,0,0,4,5,3,0,4,4,6,4,5,0,0,0,0,0,0,0,5,0,0,51,15,12,11,4,4,26.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,56,90,26,7,7,5,6,7,6,7,7,7,8,80,80,60,65,46,70,0,0,5,5,0,0,6,6,5,5,5,8,0,6,5,6,5,6,44,4,7,7,7,0,6,63,12,6,8,5,4,58.3,0,6,0,5,0.0,6,6,6,6,1,0,8,9,9,1,0,0,1
112,56,90,29,7,6,5,6,5,6,8,3,5,8,80,40,100,70,0,90,0,0,6,7,3,6,8,7,7,4,5,6,7,6,5,5,4,0,0,0,0,0,0,0,0,74,12,1,1,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,56,90,29,7,8,7,7,6,6,7,7,7,6,0,20,80,51,50,0,0,0,7,6,0,0,5,6,5,0,5,3,0,5,5,0,6,0,44,6,0,0,5,0,0,77,15,1,2,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,54,60,31,8,8,6,7,8,7,8,8,7,9,60,40,60,90,42,60,0,0,6,5,0,5,8,8,5,6,8,5,5,5,5,6,5,6,48,7,7,7,7,0,0,79,18,1,7,8,6,100.0,0,0,5,8,5.0,0,0,0,0,0,0,46,9,0,8,1,0,1
310,56,70,34,6,6,6,6,5,7,5,6,6,8,0,0,0,56,36,50,0,0,7,0,0,7,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12,1,2,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,56,80,32,7,7,0,7,7,7,6,6,6,8,100,100,20,65,37,60,0,0,6,7,0,0,7,8,7,7,7,0,0,7,0,7,0,6,44,6,0,0,6,0,0,69,13,3,2,7,6,80.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,55,70,31,8,7,8,8,8,0,7,6,7,0,80,100,20,60,49,20,0,0,7,7,0,0,5,5,6,5,0,4,0,8,0,8,5,7,0,0,0,0,3,0,0,74,15,2,2,7,7,93.3,7,0,0,0,0.0,8,7,8,0,9,0,0,21,0,7,0,0,1
188,54,80,0,4,2,6,4,4,3,4,3,4,8,0,60,60,50,20,10,0,0,2,6,3,5,6,5,4,5,2,6,4,6,6,5,4,6,0,0,0,0,0,0,0,40,13,9,8,4,5,38.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,55,60,32,6,6,5,6,5,6,7,6,7,9,100,40,40,60,24,80,0,0,2,7,0,4,4,6,6,0,7,3,0,5,6,7,0,5,48,0,0,0,5,0,0,59,13,7,9,5,4,53.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
152,55,70,29,6,5,5,6,6,6,6,7,6,6,100,60,20,40,20,50,0,0,7,7,0,4,5,6,4,5,5,6,0,4,5,5,7,0,24,8,0,0,5,0,0,67,15,2,4,7,7,93.3,4,0,0,0,0.0,7,5,4,0,5,0,39,5,0,9,0,0,1
46,56,90,0,4,5,6,5,5,4,6,4,5,5,0,0,0,66,24,40,0,0,4,4,0,2,2,4,0,2,5,3,4,4,5,3,5,5,0,6,0,0,5,0,0,50,14,11,7,4,5,25.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,55,70,32,6,3,6,6,5,6,5,6,7,9,100,40,60,57,44,90,0,0,6,6,0,6,5,6,6,5,4,5,5,4,5,7,3,5,0,0,0,0,0,0,0,57,14,4,4,6,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,53,60,28,6,5,3,5,6,6,6,6,6,8,0,80,60,67,46,40,0,0,7,6,4,6,5,6,4,6,7,3,5,7,6,7,5,8,0,0,0,0,0,0,0,62,14,5,2,6,6,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,55,80,26,5,6,3,5,5,8,8,7,7,8,80,60,60,67,46,50,0,0,6,5,0,0,6,6,6,0,6,5,0,5,6,7,0,0,40,7,0,0,5,0,0,66,16,6,3,6,7,68.8,0,0,0,0,0.0,7,8,6,7,1,0,7,9,7,1,0,0,1
31,54,70,0,6,8,4,6,6,7,5,6,7,7,0,60,20,67,34,10,0,0,5,6,0,0,5,5,6,0,6,6,6,0,6,0,0,0,0,0,0,0,8,0,0,64,15,6,9,6,5,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
588,56,80,36,6,6,5,6,6,6,6,6,6,9,100,40,80,52,36,50,0,0,7,7,0,0,6,5,7,6,5,0,0,0,0,0,0,0,0,0,6,6,6,0,0,68,11,4,6,5,5,72.7,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,56,90,0,8,8,8,8,7,8,8,8,9,8,0,80,40,48,34,40,0,0,8,9,0,0,8,8,6,0,6,5,7,6,6,0,0,0,0,0,0,0,5,0,0,76,15,5,5,6,6,73.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,0,0,0,4,6,7,6,5,4,5,5,6,9,80,60,60,60,30,0,0,0,6,7,0,0,0,4,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5,1,4,7,4,100.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,55,80,0,8,8,8,7,8,8,7,8,6,7,60,60,20,60,0,20,0,0,6,8,0,9,7,7,8,0,6,7,7,4,4,3,6,5,0,0,0,0,0,0,0,70,12,5,5,6,5,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,56,90,27,6,2,2,4,7,6,6,6,5,7,100,80,1,60,17,30,0,0,6,7,0,5,6,5,7,5,0,5,0,5,3,4,5,3,48,8,5,5,5,0,0,58,14,2,7,8,5,92.9,2,0,5,0,0.0,0,0,0,0,0,0,0,7,0,7,0,0,1
171,56,80,31,0,5,2,0,0,0,0,0,0,0,80,60,40,33,0,40,40,44,6,0,0,0,2,1,1,1,4,5,5,4,5,5,5,3,0,0,0,0,0,0,0,0,16,8,9,6,5,56.3,0,0,0,0,0.0,0,0,0,0,0,0,52,0,2,2,3,0,1
163,55,80,28,8,8,6,7,5,8,8,7,7,9,100,40,60,55,0,10,70,0,7,7,6,0,6,4,6,5,7,4,0,5,6,4,0,6,52,0,0,0,3,0,6,79,14,1,4,8,6,100.0,0,6,7,0,0.0,1,1,1,1,2,0,2,3,0,2,0,0,1
50,56,80,36,5,7,7,7,4,7,7,5,6,9,80,40,20,41,2,20,56,2,6,4,0,0,3,2,4,3,3,3,0,8,8,0,8,0,0,5,0,0,4,0,0,77,12,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,56,90,33,4,6,3,3,4,3,4,6,5,4,80,60,0,80,63,50,0,0,3,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,40,3,0,0,3,0,3,47,11,10,10,3,4,18.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,56,90,35,5,5,4,5,6,6,6,5,6,8,80,100,40,60,40,50,100,20,7,8,5,0,6,4,6,5,5,6,6,5,5,6,6,6,56,5,0,0,6,0,0,67,16,4,7,6,6,81.3,6,7,4,0,7.0,2,2,2,5,2,0,23,3,8,3,2,0,1
195,56,90,26,6,7,5,6,7,5,6,6,5,7,80,60,40,78,50,50,0,0,6,0,0,4,6,8,6,0,0,2,0,4,5,0,5,0,4,4,0,0,2,0,0,57,16,12,4,5,6,31.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,56,90,31,7,7,6,9,8,9,6,7,7,8,80,100,80,90,0,90,0,50,5,7,0,0,7,7,6,7,0,6,8,8,6,8,8,9,60,6,8,8,8,0,0,71,10,1,2,8,7,100.0,6,7,0,0,6.0,9,8,7,0,9,1,0,0,0,3,0,0,1
29,56,90,0,3,7,7,6,7,7,5,8,8,7,80,40,7,40,40,6,0,0,5,5,0,7,6,7,7,6,5,6,7,0,6,0,9,8,52,6,3,0,0,0,0,65,12,3,11,7,4,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,54,60,29,6,6,6,6,4,6,6,5,6,8,40,80,20,0,14,40,0,30,6,7,0,0,7,3,6,5,7,3,0,6,7,7,0,6,40,5,5,5,5,0,0,61,16,8,13,5,4,56.3,5,0,5,0,0.0,3,3,3,3,2,0,5,5,5,2,0,0,1
529,56,90,28,7,7,4,8,7,7,6,7,5,7,100,80,60,59,25,0,0,0,4,6,0,0,7,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,0,57,13,9,5,5,6,38.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,56,90,37,7,8,7,8,6,6,5,8,7,7,80,60,40,68,41,70,0,0,7,0,0,0,4,4,7,4,6,8,0,9,8,8,0,8,0,0,0,0,0,0,0,72,14,4,5,6,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,56,80,35,5,3,6,5,4,5,6,6,6,6,0,60,40,45,32,30,0,0,5,5,0,3,3,3,6,5,2,3,5,5,5,6,6,5,0,0,0,0,0,0,0,58,13,4,3,5,6,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,54,80,0,7,8,6,7,6,7,7,7,7,8,40,60,20,65,44,30,0,0,8,0,6,0,7,6,7,0,6,5,0,6,6,3,6,7,0,0,0,0,0,0,0,74,16,5,12,6,4,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,56,80,31,6,6,5,5,5,6,6,6,5,7,80,80,40,30,26,50,74,0,7,6,0,0,6,5,4,5,5,5,5,6,5,5,5,0,72,7,0,0,0,0,0,71,14,1,4,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,56,80,28,5,5,6,5,5,4,5,6,6,6,80,40,20,20,15,50,0,0,7,6,0,0,5,5,5,5,0,5,4,6,5,5,5,7,44,4,4,4,4,0,0,59,12,5,4,5,6,66.7,4,4,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,0,0,0,6,7,5,5,3,7,7,7,7,7,80,0,40,56,10,30,0,0,6,0,0,4,3,1,5,3,4,4,0,6,5,6,0,0,0,0,0,0,0,0,0,64,10,7,9,4,3,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,56,80,32,6,7,7,6,7,5,7,6,6,7,80,0,60,68,0,80,0,70,7,4,0,4,5,6,5,6,0,3,5,6,5,5,4,3,0,0,0,0,0,0,0,73,12,3,8,6,5,83.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,54,80,21,5,6,6,5,6,0,5,6,5,7,80,80,20,56,35,40,0,34,6,0,3,0,0,4,5,4,0,7,0,5,0,5,5,3,56,0,0,0,4,0,0,57,11,5,8,5,5,63.6,1,5,6,0,0.0,2,2,2,0,2,3,39,3,2,2,3,0,1
270,55,80,27,7,7,6,7,6,7,6,7,6,7,0,20,1,62,65,40,0,0,6,0,0,5,7,6,7,6,6,5,7,6,6,6,6,6,0,6,0,0,5,0,0,57,12,9,9,5,5,33.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,56,90,27,5,4,6,5,5,5,5,6,6,5,100,40,40,67,24,60,78,52,4,7,0,0,5,6,5,5,5,3,6,3,5,5,6,0,56,7,7,7,7,0,0,52,11,5,7,6,5,63.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
338,55,80,31,8,7,6,7,7,7,7,7,7,7,100,80,60,73,41,40,0,0,7,0,0,0,5,4,1,3,0,7,0,6,6,7,6,6,76,4,0,0,8,0,0,62,13,10,12,4,4,30.8,0,7,3,0,4.0,9,8,9,1,1,0,9,8,0,0,0,0,1
44,55,70,30,6,6,3,5,6,5,5,5,5,7,0,0,0,55,37,70,0,0,5,6,0,4,3,6,0,6,5,5,5,5,5,5,6,3,0,6,0,0,5,0,0,64,14,3,6,7,6,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,55,80,29,7,6,6,6,7,6,6,7,6,6,80,80,20,70,42,50,0,0,7,8,0,5,4,7,6,0,0,3,0,8,4,5,8,4,48,0,0,0,3,0,0,71,13,1,1,8,7,100.0,0,0,0,0,0.0,3,3,2,4,2,0,5,7,4,2,0,0,1
193,56,90,28,6,6,4,7,6,5,7,7,7,3,80,100,60,44,44,80,0,0,8,7,0,0,7,5,4,4,0,5,7,7,5,6,5,5,0,6,0,0,0,0,0,72,15,2,3,8,7,93.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,55,70,32,7,6,6,6,6,6,7,6,7,6,0,60,60,55,50,0,0,0,7,5,0,0,5,6,4,0,4,6,0,5,5,0,6,0,64,6,0,0,5,0,0,62,15,10,10,5,5,40.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,55,90,0,0,7,7,7,5,4,7,8,8,0,40,60,60,60,52,0,0,42,8,0,0,0,4,4,4,3,4,2,8,3,6,7,7,4,52,2,0,0,4,0,6,73,13,3,5,7,5,84.6,5,6,5,0,7.0,4,4,4,5,2,0,67,8,8,7,1,0,1
576,56,90,29,7,8,5,7,7,7,6,6,7,8,80,100,60,60,50,50,0,0,7,7,0,0,7,7,0,7,7,0,0,0,0,0,0,0,60,6,5,5,5,0,3,68,12,5,12,6,3,66.7,6,6,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,55,70,32,7,4,6,6,5,7,7,6,5,6,0,40,40,35,0,10,0,0,5,0,2,7,8,6,5,4,5,7,4,8,5,5,6,4,0,4,0,0,0,0,0,63,13,4,4,7,6,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,55,70,32,7,6,6,6,5,6,7,6,7,8,0,40,40,45,20,0,0,0,7,7,0,0,4,6,8,0,5,5,0,4,5,0,8,0,48,5,0,0,4,0,0,65,15,8,5,5,5,53.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,56,80,30,7,6,6,6,7,6,6,7,7,8,0,40,20,66,0,40,14,0,6,7,0,5,6,8,6,5,7,7,5,5,7,9,5,7,0,0,0,0,0,0,0,63,11,5,5,6,5,63.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,55,60,37,5,7,6,7,5,5,4,7,5,6,100,100,20,40,31,40,0,0,8,9,0,0,5,2,7,0,0,2,0,6,6,6,6,0,44,2,0,0,2,0,0,71,13,2,4,7,6,92.3,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,56,90,32,3,5,7,6,5,0,7,6,7,0,100,80,60,53,46,40,0,0,6,7,0,0,4,5,8,6,0,6,4,7,6,7,5,7,0,0,0,0,0,0,4,71,16,1,1,7,7,100.0,7,5,6,0,5.0,6,5,5,7,1,0,28,3,4,4,2,0,1
186,55,90,23,6,5,4,5,7,6,7,6,6,0,60,40,60,90,33,90,0,0,8,7,0,0,7,5,4,5,0,3,7,4,4,5,7,5,0,5,0,0,5,0,5,68,16,2,2,8,6,93.8,0,0,0,0,5.0,8,9,9,9,1,0,22,9,8,8,1,0,1
117,56,80,34,5,6,4,6,5,6,6,6,7,0,60,60,20,54,46,60,0,0,1,0,0,0,6,5,6,6,6,3,5,5,6,6,6,6,48,6,0,0,3,0,0,62,14,4,7,7,5,78.6,0,0,0,0,0.0,2,2,2,3,3,0,74,5,4,4,2,0,1
65,56,80,33,8,6,8,8,7,8,8,6,7,7,80,40,60,68,36,30,4,0,8,7,0,6,5,7,6,3,6,4,0,4,7,7,0,6,0,0,0,0,0,0,0,76,14,2,2,8,7,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,56,70,34,6,5,6,6,5,5,7,5,6,7,100,80,60,75,48,50,22,0,0,5,0,0,5,5,5,6,5,4,5,6,5,5,5,0,56,5,0,0,0,0,0,0,14,2,7,7,6,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,56,80,30,6,7,4,6,6,6,3,6,6,4,40,60,40,28,24,50,0,0,6,0,0,0,5,5,3,5,5,7,0,5,2,2,5,5,0,0,0,0,0,0,0,53,14,10,9,4,5,35.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,55,80,30,6,6,3,4,7,4,5,3,4,8,100,80,40,80,36,40,0,0,4,0,0,0,6,6,0,8,4,4,0,4,5,5,5,5,40,4,0,0,4,0,5,64,14,2,6,7,5,92.9,5,0,0,0,0.0,4,3,3,3,2,0,8,9,8,1,0,0,1
135,0,0,0,6,5,4,5,6,5,6,4,4,7,80,40,40,66,32,30,0,0,8,0,0,5,3,4,6,4,0,5,0,0,0,0,6,0,0,6,0,0,6,0,0,66,16,4,5,7,6,81.3,0,0,0,0,0.0,8,9,8,0,9,0,0,2,0,4,0,0,1
263,56,90,31,5,7,4,6,8,7,7,7,7,8,100,40,20,88,49,70,0,0,3,8,0,0,6,5,7,0,6,5,0,6,6,6,0,0,44,7,0,0,3,0,0,64,16,7,7,6,5,62.5,0,0,0,0,0.0,1,1,1,1,3,0,7,8,6,1,0,0,1
82,56,70,32,8,7,8,8,7,6,7,7,5,9,60,20,60,77,26,70,0,0,8,9,0,0,3,4,6,6,6,3,0,4,5,4,5,3,48,7,0,0,5,0,0,70,11,5,6,6,5,63.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,56,80,30,6,7,5,7,7,6,7,6,6,8,0,100,60,78,46,90,0,0,7,0,0,4,7,7,7,5,6,2,4,7,5,5,4,6,0,0,0,0,0,0,0,75,9,1,2,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,56,80,0,7,5,5,5,5,7,7,4,6,9,100,40,20,52,21,40,0,0,1,0,6,0,4,4,5,5,4,3,0,8,6,6,5,0,28,0,0,0,4,0,5,59,14,5,4,6,6,71.4,7,6,6,0,0.0,1,1,1,1,2,0,8,10,7,1,0,0,1
165,55,80,27,8,4,0,6,5,9,9,7,8,7,60,40,60,60,20,60,10,0,8,0,6,0,7,4,7,8,7,5,0,7,7,7,0,7,40,0,0,0,2,0,6,72,14,2,2,8,6,92.9,0,5,4,0,0.0,0,0,0,0,0,0,3,9,3,2,0,0,1
329,54,70,28,6,6,6,6,4,6,6,4,7,6,0,0,0,70,35,40,0,0,5,6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,53,12,10,11,4,4,25.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,56,80,31,5,4,8,6,6,4,6,7,7,3,0,0,0,0,0,0,0,0,8,8,0,7,4,5,6,5,2,5,6,6,7,5,4,0,36,4,0,0,2,0,0,64,11,3,7,6,5,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,55,70,27,5,4,7,6,6,4,5,7,5,8,60,60,40,54,24,56,0,0,6,7,0,6,4,3,7,0,4,6,0,4,6,5,0,2,56,6,0,0,4,0,0,51,13,8,8,4,5,46.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
334,56,80,38,7,7,6,7,6,6,7,7,6,8,0,0,0,62,56,70,0,0,6,7,0,7,6,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,77,10,1,2,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,54,60,32,6,6,4,5,6,6,5,6,6,8,100,80,80,43,19,60,78,34,7,6,5,4,0,5,4,4,0,2,0,0,5,0,5,6,44,6,0,0,4,0,0,64,10,4,6,6,4,75.0,8,0,5,0,8.0,5,3,2,0,4,2,25,6,7,8,1,0,1
21,56,90,32,5,6,4,5,5,6,6,5,5,7,0,40,20,58,56,40,0,0,5,6,5,5,5,4,4,6,7,4,5,5,5,6,3,6,0,0,0,0,0,0,0,69,14,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,56,90,0,6,5,6,6,6,6,7,7,6,8,100,100,40,88,42,20,0,0,6,6,0,0,5,5,6,6,5,6,6,4,5,5,5,4,44,5,6,6,6,0,0,57,12,8,12,4,4,37.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
592,56,90,30,7,6,7,6,7,7,6,6,6,6,100,100,60,30,43,50,0,0,8,6,6,0,5,6,0,0,0,0,0,0,0,0,0,0,60,5,0,0,2,0,0,72,11,1,7,7,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,54,60,31,6,5,7,6,6,6,6,6,6,6,60,40,20,0,40,10,0,0,7,8,0,0,6,6,6,6,6,3,0,8,7,0,9,0,64,4,0,0,2,0,0,64,15,5,9,6,5,73.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,56,90,30,3,5,6,6,6,6,6,6,7,0,80,100,40,70,46,40,0,0,5,7,0,0,4,5,4,6,4,6,7,7,5,7,7,5,24,6,6,1,3,0,0,65,12,2,4,7,6,91.7,0,6,6,6,6.0,8,5,6,8,1,0,16,4,6,6,1,0,0
15,56,90,0,7,7,7,7,6,6,6,6,6,0,100,80,40,68,32,50,0,0,7,7,0,4,6,5,4,5,6,4,0,4,5,5,0,4,0,7,0,0,4,0,0,58,15,12,14,4,4,26.7,0,5,4,0,0.0,5,7,5,6,2,0,3,10,3,2,0,0,0
344,56,60,40,8,6,8,8,8,8,7,9,8,9,0,0,0,49,44,40,0,0,6,8,0,0,6,5,0,0,0,0,0,0,0,0,0,0,68,0,0,0,5,0,0,64,12,8,7,5,5,41.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,54,60,28,7,8,7,8,8,7,7,8,7,0,100,80,40,56,60,40,0,0,7,5,0,3,5,5,5,5,0,1,0,5,0,0,0,5,0,5,0,0,6,0,5,77,15,1,3,8,6,100.0,0,5,5,0,0.0,9,9,9,9,1,0,7,5,3,2,0,0,0
581,0,0,0,5,5,3,4,4,5,5,5,6,8,100,60,20,89,30,50,0,0,5,5,0,0,5,5,5,4,5,0,0,0,0,0,0,0,56,5,6,6,6,0,5,62,11,2,1,7,7,90.9,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,55,80,29,6,7,4,6,8,7,6,6,6,7,100,80,40,64,43,60,0,0,8,7,7,0,4,5,0,0,0,0,0,0,0,0,0,0,56,6,0,0,5,0,0,69,11,3,8,6,5,77.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,56,80,38,6,6,7,7,7,4,6,6,6,8,100,100,80,73,0,20,0,0,3,6,7,0,2,5,7,3,6,9,4,7,8,6,6,4,0,0,0,0,0,0,0,64,10,4,3,5,6,70.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,55,80,27,6,5,4,5,5,5,5,5,6,9,80,60,40,56,39,50,0,0,5,6,0,5,5,5,0,0,0,2,0,5,6,0,0,0,48,6,0,0,5,0,0,63,13,1,10,8,4,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,56,80,28,6,5,4,5,7,5,7,6,6,8,100,60,20,60,0,60,0,70,6,0,0,4,7,7,4,4,0,6,0,5,5,0,5,0,46,5,6,6,6,0,0,69,15,1,2,8,7,100.0,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,6,5,7,6,6,7,6,6,7,7,60,40,20,77,64,90,0,0,7,4,0,6,6,6,7,6,6,3,0,6,6,6,6,0,48,6,3,3,3,0,0,61,13,6,13,5,4,61.5,3,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,55,70,31,7,6,7,5,7,7,6,6,7,7,100,60,40,88,36,30,3,0,7,6,0,4,6,3,5,2,5,6,0,5,3,5,0,7,0,0,0,0,0,0,0,67,14,4,7,6,5,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,7,8,5,7,8,7,7,7,7,5,80,100,80,0,44,70,0,60,7,8,0,0,6,7,2,8,8,5,0,5,7,7,0,6,72,6,8,8,8,0,5,78,16,1,1,7,6,100.0,6,0,7,0,0.0,9,8,9,0,0,0,7,7,0,0,0,0,0
